0.06113521	0.0070695034	0.030908382	0.1456926	0.0010759626	0.0795775	0.049270567	0.18812022	0.0027014168	-0.01023335	0.016707953	-0.07949667	0.06343917	-0.1112654	-0.0955856	-0.028111033
0.047968805	-0.0467971	0.044469632	0.08807451	-0.028678928	0.025814066	0.007593572	0.14423715	-0.053327303	0.04128834	0.0125509715	-0.05783721	0.093024306	-0.10081683	-0.0849293	-0.033195995
-0.004709329	0.01950792	0.08269497	0.08740757	-0.071642004	-0.0121611385	0.051497858	0.1239047	-0.053922057	0.058528077	-0.0022086788	-0.06389337	0.06575002	-0.027849747	-0.021313587	-0.032256454
0.013725198	-0.022169208	0.053776216	0.16393396	-0.066945426	0.09900522	-0.037851915	0.2563304	0.040930256	0.06466663	-0.006814775	-0.061795596	0.07195468	-0.048978742	-0.06524732	0.02434102
0.07032764	-0.0007729257	0.10614207	0.06917903	0.008823539	0.09210877	0.015290099	0.18380176	0.012283881	0.028986696	0.059671447	-0.01199038	0.052983243	-0.04809163	-0.10545441	-0.021484394
0.030145565	-0.029313074	-0.04042585	0.08850305	-0.01751194	0.008923042	0.01586964	0.19480811	0.073916	0.014217091	0.020086732	-0.06514716	0.038281675	-0.018478688	-0.0747889	-0.07768576
-0.00066878047	0.08371084	0.06868704	0.049117412	-0.0716636	0.087053426	-0.081728384	0.094647534	-0.037643068	0.051238533	0.04832602	0.016632704	0.04315799	-0.030915579	-0.13497107	-0.018078683
0.047409583	0.021964848	0.014116376	0.027715437	-0.029361904	0.043565344	0.040308286	0.23248567	-0.08516588	-0.0015137662	-0.016478542	-0.07254069	0.013140274	0.008572392	-0.047057018	-0.087459326
-0.022556577	-0.033773713	-0.016938502	0.075333245	-0.001347996	0.08642139	0.03432422	0.14648865	-0.052203767	0.13497275	0.037957326	-0.020776419	0.014288026	0.022068975	-0.051250827	-0.0487757
-0.016447164	0.012834811	0.0038764612	0.02902081	-0.01886959	-0.027957479	0.06410864	0.09708106	0.015852703	0.04653289	-0.080277264	-0.08409137	0.1061818	-0.016924419	-0.06416217	0.07055826
0.075042814	0.038973033	0.08907078	0.031170439	-0.025730848	0.13115734	-0.03358517	0.15455078	-0.029484652	0.061570972	-0.011814395	-0.04722675	0.032496978	-0.05304327	-0.10627211	0.03970024
-0.0026943756	0.016715687	0.010524233	0.10065554	0.0054320144	0.02315858	0.117619686	0.13139515	-0.007441199	0.043536525	-0.025989752	-0.06961795	-0.009820771	0.0120557	-0.09014121	0.036028385
0.001074421	0.010844932	0.040624753	0.07126521	-0.08729509	0.0057199607	-0.02567496	0.08607455	0.13267054	0.00951036	0.03183321	0.053420365	-0.01204732	-0.021581767	-0.085948475	-0.017923722
0.004685974	0.026020011	0.13075447	0.035935726	-0.05320692	0.030366298	0.028626572	0.016027221	0.07830677	-0.042306215	0.10339476	-0.11230784	-0.03559455	-0.069059476	-0.09486658	0.030878859
-0.025391517	-0.040753536	-0.005114431	0.075605	-0.05662586	0.039249435	0.08232118	0.20593508	0.014202128	0.062286038	0.012367938	-0.027734071	0.061256696	-0.06957683	-0.063739784	-0.046568207
-0.024729682	-0.006887112	0.05258071	0.16989441	-0.08393663	0.07762203	0.029363167	0.08677118	-0.06689738	0.020722555	0.0073572155	-0.027689153	-0.036012176	-0.11143183	-0.024593618	0.01878964
